"date","city","city_type","pm25","pm10","o3","no2","so2","co"
"2019/10/12","Busan","Coastal",75,40,41,18,4,3
"2019/10/13","Busan","Coastal",64,31,36,18,4,2
"2019/10/14","Busan","Coastal",53,37,38,36,7,3
"2019/10/15","Busan","Coastal",64,30,31,25,5,3
"2019/10/16","Busan","Coastal",56,27,35,34,5,4
"2019/10/17","Busan","Coastal",59,30,28,29,7,3
"2019/10/18","Busan","Coastal",59,18,30,31,5,3
"2019/10/19","Busan","Coastal",48,17,34,23,5,4
"2019/10/20","Busan","Coastal",48,15,40,28,8,3
"2019/10/21","Busan","Coastal",57,16,38,26,8,3
"2019/10/22","Busan","Coastal",58,20,35,21,6,3
"2019/10/23","Busan","Coastal",52,26,40,20,5,4
"2019/10/24","Busan","Coastal",51,20,39,17,4,3
"2019/10/25","Busan","Coastal",52,28,35,31,5,4
"2019/10/26","Busan","Coastal",53,37,41,30,6,4
"2019/10/27","Busan","Coastal",74,26,41,25,4,3
"2019/10/28","Busan","Coastal",61,35,46,39,8,4
"2019/10/29","Busan","Coastal",74,83,37,37,8,5
"2019/10/30","Busan","Coastal",122,51,33,36,3,4
"2019/10/31","Busan","Coastal",72,47,37,45,8,4
"2019/11/1","Busan","Coastal",83,80,62,57,4,5
"2019/11/2","Busan","Coastal",124,57,38,39,6,5
"2019/11/3","Busan","Coastal",96,55,45,35,5,4
"2019/11/4","Busan","Coastal",104,22,27,27,7,4
"2019/11/5","Busan","Coastal",53,36,37,37,4,4
"2019/11/6","Busan","Coastal",71,50,36,49,10,5
"2019/11/7","Busan","Coastal",96,49,41,42,7,5
"2019/11/8","Busan","Coastal",91,51,42,44,7,5
"2019/11/9","Busan","Coastal",100,48,42,47,7,5
"2019/11/10","Busan","Coastal",93,35,42,40,12,5
"2019/11/11","Busan","Coastal",78,45,41,28,4,5
"2019/11/12","Busan","Coastal",80,48,38,45,8,6
"2019/11/13","Busan","Coastal",82,51,27,44,6,5
"2019/11/14","Busan","Coastal",98,NA,NA,NA,5,3
"2019/11/15","Busan","Coastal",89,58,35,43,9,4
"2019/11/16","Busan","Coastal",85,52,38,38,7,5
"2019/11/17","Busan","Coastal",82,50,37,43,15,4
"2019/11/18","Busan","Coastal",83,47,34,18,3,3
"2019/11/19","Busan","Coastal",68,43,25,24,5,3
"2019/11/20","Busan","Coastal",62,33,25,32,6,4
"2019/11/21","Busan","Coastal",62,31,29,40,4,5
"2019/11/22","Busan","Coastal",62,33,31,37,5,3
"2019/11/23","Busan","Coastal",66,31,29,36,5,4
"2019/11/24","Busan","Coastal",61,39,24,37,5,6
"2019/11/25","Busan","Coastal",88,28,27,24,4,4
"2019/11/26","Busan","Coastal",55,24,30,29,4,4
"2019/11/27","Busan","Coastal",44,38,26,35,6,4
"2019/11/28","Busan","Coastal",78,23,26,25,3,4
"2019/11/29","Busan","Coastal",56,35,25,36,4,4
"2019/11/30","Busan","Coastal",68,36,26,42,6,4
"2019/12/1","Busan","Coastal",72,32,24,37,4,5
"2019/12/2","Busan","Coastal",82,30,30,21,4,4
"2019/12/3","Busan","Coastal",57,33,25,27,6,4
"2019/12/4","Busan","Coastal",66,47,29,40,8,6
"2019/12/5","Busan","Coastal",88,41,29,35,6,5
"2019/12/6","Busan","Coastal",81,30,27,30,3,4
"2019/12/7","Busan","Coastal",62,34,28,38,5,4
"2019/12/8","Busan","Coastal",69,46,28,39,6,6
"2019/12/9","Busan","Coastal",104,61,29,55,9,7
"2019/12/10","Busan","Coastal",122,72,36,66,9,9
"2019/12/11","Busan","Coastal",143,68,41,48,9,8
"2019/12/12","Busan","Coastal",141,33,27,23,6,4
"2019/12/13","Busan","Coastal",59,46,20,41,6,6
"2019/12/14","Busan","Coastal",85,51,29,37,6,6
"2019/12/15","Busan","Coastal",108,34,26,30,5,5
"2019/12/16","Busan","Coastal",76,40,26,45,5,6
"2019/12/17","Busan","Coastal",72,53,22,49,7,8
"2019/12/18","Busan","Coastal",107,43,26,31,6,6
"2019/12/19","Busan","Coastal",88,42,29,33,8,4
"2019/12/20","Busan","Coastal",82,41,25,35,8,5
"2019/12/21","Busan","Coastal",83,50,24,44,4,6
"2019/12/22","Busan","Coastal",112,54,27,47,6,7
"2019/12/23","Busan","Coastal",126,60,30,49,8,8
"2019/12/24","Busan","Coastal",135,61,23,46,8,7
"2019/12/25","Busan","Coastal",144,56,26,48,9,8
"2019/12/26","Busan","Coastal",125,50,27,42,9,7
"2019/12/27","Busan","Coastal",108,35,29,26,8,4
"2019/12/28","Busan","Coastal",69,44,24,40,8,6
"2019/12/29","Busan","Coastal",84,52,17,49,9,9
"2019/12/30","Busan","Coastal",105,NA,NA,NA,NA,NA
"2019/7/2","Busan","Coastal",123,48,53,45,11,5
"2019/7/3","Busan","Coastal",108,51,61,50,10,5
"2019/7/4","Busan","Coastal",124,60,101,54,12,5
"2019/7/5","Busan","Coastal",139,56,91,50,27,5
"2019/7/6","Busan","Coastal",132,37,49,26,12,4
"2019/7/7","Busan","Coastal",83,30,54,16,11,3
"2019/7/8","Busan","Coastal",68,27,39,24,10,4
"2019/7/9","Busan","Coastal",65,27,34,21,9,4
"2019/7/10","Busan","Coastal",62,22,32,19,8,3
"2019/7/11","Busan","Coastal",60,28,44,30,10,5
"2019/7/12","Busan","Coastal",63,33,47,33,7,5
"2019/7/13","Busan","Coastal",68,35,44,39,12,5
"2019/7/14","Busan","Coastal",77,35,73,23,15,5
"2019/7/15","Busan","Coastal",77,36,40,28,10,5
"2019/7/16","Busan","Coastal",84,30,38,27,8,4
"2019/7/17","Busan","Coastal",73,28,34,23,11,4
"2019/7/18","Busan","Coastal",65,23,32,32,8,4
"2019/7/19","Busan","Coastal",65,25,25,24,12,4
"2019/7/20","Busan","Coastal",59,35,38,13,5,3
"2019/7/21","Busan","Coastal",51,42,49,24,6,4
"2019/7/22","Busan","Coastal",76,42,64,32,12,4
"2019/7/23","Busan","Coastal",95,40,50,31,15,3
"2019/7/24","Busan","Coastal",83,33,25,26,21,3
"2019/7/25","Busan","Coastal",71,29,27,27,25,5
"2019/7/26","Busan","Coastal",80,30,31,25,23,3
"2019/7/27","Busan","Coastal",72,37,33,28,20,5
"2019/7/28","Busan","Coastal",82,28,27,18,35,4
"2019/7/29","Busan","Coastal",68,30,28,23,23,5
"2019/7/30","Busan","Coastal",72,30,28,23,10,4
"2019/7/31","Busan","Coastal",68,28,25,21,10,4
"2019/8/1","Busan","Coastal",61,29,40,25,11,4
"2019/8/2","Busan","Coastal",60,46,70,38,20,5
"2019/8/3","Busan","Coastal",86,37,51,31,20,4
"2019/8/4","Busan","Coastal",93,31,54,25,21,5
"2019/8/5","Busan","Coastal",81,38,61,29,10,5
"2019/8/6","Busan","Coastal",86,34,28,18,5,4
"2019/8/7","Busan","Coastal",69,34,35,24,10,5
"2019/8/8","Busan","Coastal",73,41,60,32,15,4
"2019/8/9","Busan","Coastal",93,37,35,30,26,4
"2019/8/10","Busan","Coastal",78,30,33,18,14,4
"2019/8/11","Busan","Coastal",69,26,34,13,7,4
"2019/8/12","Busan","Coastal",67,32,25,21,14,3
"2019/8/13","Busan","Coastal",67,27,35,24,10,4
"2019/8/14","Busan","Coastal",64,36,29,20,6,4
"2019/8/15","Busan","Coastal",75,19,20,15,4,5
"2019/8/16","Busan","Coastal",56,32,62,23,7,5
"2019/8/17","Busan","Coastal",71,39,71,28,8,6
"2019/8/18","Busan","Coastal",91,57,85,24,8,6
"2019/8/19","Busan","Coastal",138,58,70,33,18,5
"2019/8/20","Busan","Coastal",143,42,48,21,8,5
"2019/8/21","Busan","Coastal",94,37,63,32,12,4
"2019/8/22","Busan","Coastal",83,29,26,20,6,5
"2019/8/23","Busan","Coastal",57,45,38,30,5,6
"2019/8/24","Busan","Coastal",101,44,58,30,6,7
"2019/8/25","Busan","Coastal",89,35,56,27,9,5
"2019/8/26","Busan","Coastal",83,41,90,38,13,5
"2019/8/27","Busan","Coastal",98,27,47,32,7,5
"2019/8/28","Busan","Coastal",68,40,34,38,16,5
"2019/8/29","Busan","Coastal",92,40,35,28,8,5
"2019/8/30","Busan","Coastal",92,43,58,29,9,6
"2019/8/31","Busan","Coastal",95,35,70,31,8,5
"2019/9/1","Busan","Coastal",74,47,71,35,19,6
"2019/9/2","Busan","Coastal",103,37,34,37,11,6
"2019/9/3","Busan","Coastal",76,31,22,34,12,5
"2019/9/4","Busan","Coastal",71,28,22,30,17,4
"2019/9/5","Busan","Coastal",68,37,40,30,16,4
"2019/9/6","Busan","Coastal",85,37,29,24,5,4
"2019/9/7","Busan","Coastal",67,37,26,12,6,3
"2019/9/8","Busan","Coastal",61,33,26,28,16,3
"2019/9/9","Busan","Coastal",66,38,63,43,21,4
"2019/9/10","Busan","Coastal",80,41,34,34,13,4
"2019/9/11","Busan","Coastal",80,34,40,34,16,4
"2019/9/12","Busan","Coastal",82,24,37,14,7,3
"2019/9/13","Busan","Coastal",55,23,35,15,7,2
"2019/9/14","Busan","Coastal",49,28,51,26,23,4
"2019/9/15","Busan","Coastal",61,28,43,21,7,5
"2019/9/16","Busan","Coastal",56,24,38,18,6,4
"2019/9/17","Busan","Coastal",29,27,44,21,6,4
"2019/9/18","Busan","Coastal",53,30,52,30,12,4
"2019/9/19","Busan","Coastal",59,36,37,21,7,3
"2019/9/20","Busan","Coastal",58,27,35,26,10,3
"2019/9/21","Busan","Coastal",52,18,41,20,4,3
"2019/9/22","Busan","Coastal",43,10,45,7,3,2
"2019/9/23","Busan","Coastal",23,19,36,24,5,4
"2019/9/24","Busan","Coastal",45,28,39,31,8,4
"2019/9/25","Busan","Coastal",66,27,36,33,6,5
"2019/9/26","Busan","Coastal",60,31,41,28,6,4
"2019/9/27","Busan","Coastal",66,24,32,11,6,4
"2019/9/28","Busan","Coastal",48,26,24,29,8,5
"2019/9/29","Busan","Coastal",65,39,70,32,15,5
"2019/9/30","Busan","Coastal",95,52,44,37,18,6
"2019/10/1","Busan","Coastal",126,30,19,29,12,4
"2019/4/2","Busan","Coastal",75,46,49,33,5,4
"2019/4/3","Busan","Coastal",83,50,54,37,7,4
"2019/4/4","Busan","Coastal",89,55,60,37,9,4
"2019/4/5","Busan","Coastal",94,66,68,50,14,5
"2019/4/6","Busan","Coastal",113,75,51,47,12,4
"2019/4/7","Busan","Coastal",109,73,64,37,12,5
"2019/4/8","Busan","Coastal",127,64,47,34,9,4
"2019/4/9","Busan","Coastal",115,35,42,25,5,3
"2019/4/10","Busan","Coastal",61,21,43,17,5,3
"2019/4/11","Busan","Coastal",40,21,36,20,5,4
"2019/4/12","Busan","Coastal",40,44,52,43,8,4
"2019/4/13","Busan","Coastal",80,55,56,57,10,4
"2019/4/14","Busan","Coastal",113,46,55,32,11,4
"2019/4/15","Busan","Coastal",95,57,46,42,10,4
"2019/4/16","Busan","Coastal",80,56,34,38,12,5
"2019/4/17","Busan","Coastal",94,54,54,40,12,4
"2019/4/18","Busan","Coastal",88,42,42,31,8,4
"2019/4/19","Busan","Coastal",80,43,33,19,8,4
"2019/4/20","Busan","Coastal",66,45,38,26,9,4
"2019/4/21","Busan","Coastal",77,56,52,20,10,5
"2019/4/22","Busan","Coastal",105,47,41,16,10,3
"2019/4/23","Busan","Coastal",81,44,26,24,8,5
"2019/4/24","Busan","Coastal",73,29,25,19,9,4
"2019/4/25","Busan","Coastal",68,52,27,14,6,4
"2019/4/26","Busan","Coastal",81,20,28,17,17,4
"2019/4/27","Busan","Coastal",44,14,37,18,23,3
"2019/4/28","Busan","Coastal",36,26,42,29,41,4
"2019/4/29","Busan","Coastal",57,25,33,40,17,5
"2019/4/30","Busan","Coastal",63,33,32,31,7,5
"2019/5/1","Busan","Coastal",74,59,53,32,12,4
"2019/5/2","Busan","Coastal",117,76,81,48,18,5
"2019/5/3","Busan","Coastal",116,64,57,54,16,5
"2019/5/4","Busan","Coastal",96,66,126,73,39,5
"2019/5/5","Busan","Coastal",126,62,95,54,27,6
"2019/5/6","Busan","Coastal",135,53,57,29,10,4
"2019/5/7","Busan","Coastal",92,32,43,28,6,3
"2019/5/8","Busan","Coastal",56,46,75,34,12,5
"2019/5/9","Busan","Coastal",69,57,75,46,14,5
"2019/5/10","Busan","Coastal",102,64,115,63,20,5
"2019/5/11","Busan","Coastal",129,60,87,71,25,5
"2019/5/12","Busan","Coastal",133,52,90,31,9,5
"2019/5/13","Busan","Coastal",100,54,68,39,13,5
"2019/5/14","Busan","Coastal",113,54,43,42,13,4
"2019/5/15","Busan","Coastal",117,44,54,44,22,4
"2019/5/16","Busan","Coastal",98,44,58,49,26,5
"2019/5/17","Busan","Coastal",95,45,50,36,13,4
"2019/5/18","Busan","Coastal",86,20,39,25,6,3
"2019/5/19","Busan","Coastal",53,21,41,24,9,4
"2019/5/20","Busan","Coastal",55,26,38,25,9,3
"2019/5/21","Busan","Coastal",61,39,51,34,5,4
"2019/5/22","Busan","Coastal",71,57,74,41,12,4
"2019/5/23","Busan","Coastal",91,70,56,51,28,4
"2019/5/24","Busan","Coastal",118,69,65,55,25,4
"2019/5/25","Busan","Coastal",127,55,79,29,14,4
"2019/5/26","Busan","Coastal",94,42,44,26,18,3
"2019/5/27","Busan","Coastal",72,26,36,14,8,3
"2019/5/28","Busan","Coastal",46,19,37,18,7,3
"2019/5/29","Busan","Coastal",31,48,72,47,11,5
"2019/5/30","Busan","Coastal",87,48,73,45,11,4
"2019/5/31","Busan","Coastal",80,27,67,32,8,4
"2019/6/1","Busan","Coastal",78,42,67,42,11,4
"2019/6/2","Busan","Coastal",88,45,70,46,18,5
"2019/6/3","Busan","Coastal",98,55,72,57,20,6
"2019/6/4","Busan","Coastal",122,54,54,52,19,5
"2019/6/5","Busan","Coastal",126,53,76,47,16,5
"2019/6/6","Busan","Coastal",108,59,50,42,25,4
"2019/6/7","Busan","Coastal",132,23,53,30,11,3
"2019/6/8","Busan","Coastal",58,38,46,24,9,4
"2019/6/9","Busan","Coastal",81,33,43,18,9,3
"2019/6/10","Busan","Coastal",77,30,42,25,7,3
"2019/6/11","Busan","Coastal",60,28,36,24,8,3
"2019/6/12","Busan","Coastal",62,34,40,27,15,4
"2019/6/13","Busan","Coastal",77,35,39,31,15,3
"2019/6/14","Busan","Coastal",75,39,41,40,11,4
"2019/6/15","Busan","Coastal",87,32,59,31,10,4
"2019/6/16","Busan","Coastal",78,30,62,25,12,3
"2019/6/17","Busan","Coastal",72,31,45,29,9,3
"2019/6/18","Busan","Coastal",69,50,40,45,14,5
"2019/6/19","Busan","Coastal",103,59,108,41,18,5
"2019/6/20","Busan","Coastal",129,NA,NA,NA,NA,NA
"2019/6/22","Busan","Coastal",118,32,40,24,7,3
"2019/6/23","Busan","Coastal",62,23,39,20,8,4
"2019/6/24","Busan","Coastal",57,28,41,30,10,4
"2019/6/25","Busan","Coastal",63,33,53,32,11,3
"2019/6/26","Busan","Coastal",73,29,31,38,11,4
"2019/6/27","Busan","Coastal",76,25,53,25,14,4
"2019/6/28","Busan","Coastal",67,30,35,21,13,4
"2019/6/29","Busan","Coastal",71,31,36,31,12,5
"2019/6/30","Busan","Coastal",76,29,52,28,12,5
"2019/7/1","Busan","Coastal",72,53,42,42,16,5
"2019/1/2","Busan","Coastal",77,36,29,30,6,3
"2019/1/3","Busan","Coastal",81,40,30,40,6,4
"2019/1/4","Busan","Coastal",82,52,21,48,7,5
"2019/1/5","Busan","Coastal",105,61,36,36,7,6
"2019/1/6","Busan","Coastal",134,48,32,38,4,4
"2019/1/7","Busan","Coastal",107,52,31,40,6,4
"2019/1/8","Busan","Coastal",119,62,30,32,10,5
"2019/1/9","Busan","Coastal",134,47,28,37,8,4
"2019/1/10","Busan","Coastal",88,46,29,38,5,3
"2019/1/11","Busan","Coastal",86,53,25,42,7,4
"2019/1/12","Busan","Coastal",113,51,27,36,5,5
"2019/1/13","Busan","Coastal",125,70,33,37,6,6
"2019/1/14","Busan","Coastal",160,69,30,55,7,7
"2019/1/15","Busan","Coastal",153,74,36,45,7,6
"2019/1/16","Busan","Coastal",159,49,28,29,8,4
"2019/1/17","Busan","Coastal",86,43,28,26,8,4
"2019/1/18","Busan","Coastal",91,55,29,44,9,6
"2019/1/19","Busan","Coastal",116,65,31,54,12,6
"2019/1/20","Busan","Coastal",138,48,37,25,6,4
"2019/1/21","Busan","Coastal",116,40,31,30,8,4
"2019/1/22","Busan","Coastal",71,57,32,46,11,4
"2019/1/23","Busan","Coastal",114,78,30,47,14,7
"2019/1/24","Busan","Coastal",157,54,30,47,9,6
"2019/1/25","Busan","Coastal",107,53,29,42,7,6
"2019/1/26","Busan","Coastal",102,51,29,25,5,3
"2019/1/27","Busan","Coastal",83,42,29,38,8,4
"2019/1/28","Busan","Coastal",83,59,34,39,8,6
"2019/1/29","Busan","Coastal",112,72,26,37,8,4
"2019/1/30","Busan","Coastal",92,67,32,60,13,7
"2019/1/31","Busan","Coastal",119,53,33,38,7,6
"2019/2/1","Busan","Coastal",123,44,28,29,5,4
"2019/2/2","Busan","Coastal",83,51,36,37,8,5
"2019/2/3","Busan","Coastal",110,46,35,44,8,5
"2019/2/4","Busan","Coastal",108,61,35,18,4,3
"2019/2/5","Busan","Coastal",82,71,42,39,8,4
"2019/2/6","Busan","Coastal",93,56,41,41,10,5
"2019/2/7","Busan","Coastal",88,55,35,31,7,4
"2019/2/8","Busan","Coastal",99,36,28,34,7,4
"2019/2/9","Busan","Coastal",72,42,33,28,7,5
"2019/2/10","Busan","Coastal",79,39,27,29,6,4
"2019/2/11","Busan","Coastal",80,43,31,29,5,4
"2019/2/12","Busan","Coastal",80,54,37,46,8,6
"2019/2/13","Busan","Coastal",121,64,41,42,6,7
"2019/2/14","Busan","Coastal",152,50,30,40,6,5
"2019/2/15","Busan","Coastal",112,48,31,44,11,7
"2019/2/16","Busan","Coastal",111,53,37,26,5,6
"2019/2/17","Busan","Coastal",123,47,37,30,6,5
"2019/2/18","Busan","Coastal",117,44,30,52,9,4
"2019/2/19","Busan","Coastal",90,41,23,47,5,5
"2019/2/20","Busan","Coastal",102,48,41,30,6,5
"2019/2/21","Busan","Coastal",112,66,39,43,6,5
"2019/2/22","Busan","Coastal",153,59,39,52,13,6
"2019/2/23","Busan","Coastal",134,54,37,38,7,5
"2019/2/24","Busan","Coastal",116,48,50,36,9,5
"2019/2/25","Busan","Coastal",101,61,51,49,9,6
"2019/2/26","Busan","Coastal",137,72,65,47,8,6
"2019/2/27","Busan","Coastal",152,49,38,45,8,4
"2019/2/28","Busan","Coastal",94,57,41,42,8,5
"2019/3/1","Busan","Coastal",128,76,55,48,7,7
"2019/3/2","Busan","Coastal",157,77,56,44,9,6
"2019/3/3","Busan","Coastal",144,43,41,32,10,4
"2019/3/4","Busan","Coastal",86,40,41,34,8,4
"2019/3/5","Busan","Coastal",78,76,70,51,10,7
"2019/3/6","Busan","Coastal",140,85,54,50,10,7
"2019/3/7","Busan","Coastal",169,72,41,42,6,6
"2019/3/8","Busan","Coastal",143,59,50,44,10,5
"2019/3/9","Busan","Coastal",122,58,49,42,8,6
"2019/3/10","Busan","Coastal",119,31,39,32,5,4
"2019/3/11","Busan","Coastal",65,47,42,32,7,5
"2019/3/12","Busan","Coastal",97,59,53,29,6,5
"2019/3/13","Busan","Coastal",122,41,33,17,5,3
"2019/3/14","Busan","Coastal",58,48,43,36,7,4
"2019/3/15","Busan","Coastal",76,52,42,34,6,5
"2019/3/16","Busan","Coastal",102,37,44,29,5,4
"2019/3/17","Busan","Coastal",85,50,46,30,5,4
"2019/3/18","Busan","Coastal",88,57,44,43,9,5
"2019/3/19","Busan","Coastal",109,53,36,52,11,5
"2019/3/20","Busan","Coastal",105,76,61,66,13,5
"2019/3/21","Busan","Coastal",140,46,53,27,7,5
"2019/3/22","Busan","Coastal",82,58,56,25,5,4
"2019/3/23","Busan","Coastal",135,43,41,23,6,3
"2019/3/24","Busan","Coastal",80,38,43,26,7,4
"2019/3/25","Busan","Coastal",76,58,46,40,7,4
"2019/3/26","Busan","Coastal",117,66,49,46,7,4
"2019/3/27","Busan","Coastal",150,NA,NA,NA,NA,NA
"2019/3/29","Busan","Coastal",87,64,53,46,12,5
"2019/3/30","Busan","Coastal",117,59,50,32,9,5
"2019/3/31","Busan","Coastal",112,43,43,20,3,3
"2019/4/1","Busan","Coastal",81,41,41,29,5,4
"2018/10/2","Busan","Coastal",57,32,41,32,6,4
"2018/10/3","Busan","Coastal",68,40,66,36,9,5
"2018/10/4","Busan","Coastal",87,39,46,26,11,4
"2018/10/5","Busan","Coastal",75,18,37,23,4,4
"2018/10/6","Busan","Coastal",50,30,33,13,3,3
"2018/10/7","Busan","Coastal",48,26,44,28,10,5
"2018/10/8","Busan","Coastal",60,37,39,31,9,4
"2018/10/9","Busan","Coastal",70,36,33,29,10,4
"2018/10/10","Busan","Coastal",69,45,36,26,6,5
"2018/10/11","Busan","Coastal",86,32,30,19,6,3
"2018/10/12","Busan","Coastal",59,35,36,27,7,4
"2018/10/13","Busan","Coastal",67,32,36,31,8,5
"2018/10/14","Busan","Coastal",65,30,52,32,12,5
"2018/10/15","Busan","Coastal",60,49,60,43,8,6
"2018/10/16","Busan","Coastal",102,70,44,46,8,7
"2018/10/17","Busan","Coastal",152,62,46,40,7,6
"2018/10/18","Busan","Coastal",144,47,46,30,5,5
"2018/10/19","Busan","Coastal",100,28,34,26,5,4
"2018/10/20","Busan","Coastal",54,30,36,30,8,5
"2018/10/21","Busan","Coastal",60,30,41,35,18,5
"2018/10/22","Busan","Coastal",69,41,36,44,18,5
"2018/10/23","Busan","Coastal",79,49,39,40,11,6
"2018/10/24","Busan","Coastal",84,57,56,44,10,6
"2018/10/25","Busan","Coastal",101,58,50,48,9,6
"2018/10/26","Busan","Coastal",98,51,37,45,12,6
"2018/10/27","Busan","Coastal",97,33,32,21,3,4
"2018/10/28","Busan","Coastal",57,38,45,24,6,4
"2018/10/29","Busan","Coastal",59,41,39,30,6,5
"2018/10/30","Busan","Coastal",68,36,30,27,5,5
"2018/10/31","Busan","Coastal",67,36,31,32,5,5
"2018/11/1","Busan","Coastal",70,48,32,41,9,6
"2018/11/2","Busan","Coastal",90,54,45,49,13,6
"2018/11/3","Busan","Coastal",97,45,50,59,18,7
"2018/11/4","Busan","Coastal",92,48,54,50,9,6
"2018/11/5","Busan","Coastal",103,51,52,56,21,6
"2018/11/6","Busan","Coastal",108,52,45,42,6,6
"2018/11/7","Busan","Coastal",99,49,40,43,7,6
"2018/11/8","Busan","Coastal",96,36,34,34,8,6
"2018/11/9","Busan","Coastal",77,36,31,26,6,6
"2018/11/10","Busan","Coastal",77,53,43,48,9,7
"2018/11/11","Busan","Coastal",108,53,56,43,17,7
"2018/11/12","Busan","Coastal",112,49,34,36,7,6
"2018/11/13","Busan","Coastal",107,31,32,33,7,6
"2018/11/14","Busan","Coastal",64,30,31,34,9,5
"2018/11/15","Busan","Coastal",64,34,34,39,10,6
"2018/11/16","Busan","Coastal",70,47,29,47,13,7
"2018/11/17","Busan","Coastal",98,58,45,43,7,7
"2018/11/18","Busan","Coastal",137,41,31,34,4,6
"2018/11/19","Busan","Coastal",94,50,32,37,7,6
"2018/11/20","Busan","Coastal",105,54,35,48,9,6
"2018/11/21","Busan","Coastal",103,68,24,66,17,8
"2018/11/22","Busan","Coastal",135,52,39,34,8,5
"2018/11/23","Busan","Coastal",83,45,39,39,5,5
"2018/11/24","Busan","Coastal",79,58,28,57,10,8
"2018/11/25","Busan","Coastal",123,56,50,39,6,8
"2018/11/26","Busan","Coastal",128,56,35,56,16,8
"2018/11/27","Busan","Coastal",121,63,43,54,10,9
"2018/11/28","Busan","Coastal",135,91,44,49,8,7
"2018/11/29","Busan","Coastal",141,77,25,47,11,7
"2018/11/30","Busan","Coastal",122,104,36,60,17,9
"2018/12/1","Busan","Coastal",153,77,36,46,9,7
"2018/12/2","Busan","Coastal",129,53,42,37,13,6
"2018/12/3","Busan","Coastal",92,55,28,43,12,8
"2018/12/4","Busan","Coastal",115,44,34,33,9,7
"2018/12/5","Busan","Coastal",95,56,35,31,6,5
"2018/12/6","Busan","Coastal",90,42,24,30,5,5
"2018/12/7","Busan","Coastal",88,38,30,25,5,4
"2018/12/8","Busan","Coastal",72,30,27,25,7,4
"2018/12/9","Busan","Coastal",65,26,27,25,6,5
"2018/12/10","Busan","Coastal",65,40,26,44,7,6
"2018/12/11","Busan","Coastal",81,44,28,38,6,6
"2018/12/12","Busan","Coastal",96,47,28,33,7,5
"2018/12/13","Busan","Coastal",100,51,30,36,7,6
"2018/12/14","Busan","Coastal",102,41,28,34,8,5
"2018/12/15","Busan","Coastal",82,41,24,47,8,6
"2018/12/16","Busan","Coastal",86,43,26,48,9,8
"2018/12/17","Busan","Coastal",97,60,31,38,7,7
"2018/12/18","Busan","Coastal",127,57,26,39,9,6
"2018/12/19","Busan","Coastal",106,75,37,47,17,8
"2018/12/20","Busan","Coastal",143,95,31,74,17,11
"2018/12/21","Busan","Coastal",167,86,33,60,17,9
"2018/12/22","Busan","Coastal",166,64,40,51,13,9
"2018/12/23","Busan","Coastal",137,45,35,29,7,6
"2018/12/24","Busan","Coastal",103,42,32,21,6,4
"2018/12/25","Busan","Coastal",78,NA,NA,NA,NA,NA
"2018/12/28","Busan","Coastal",53,38,29,26,7,4
"2018/12/29","Busan","Coastal",69,35,29,19,6,4
"2018/12/30","Busan","Coastal",61,28,30,27,6,5
"2018/12/31","Busan","Coastal",64,NA,NA,NA,NA,NA
"2018/7/2","Busan","Coastal",64,37,23,23,15,7
"2018/7/3","Busan","Coastal",74,24,15,11,10,4
"2018/7/4","Busan","Coastal",42,36,34,22,14,6
"2018/7/5","Busan","Coastal",68,40,23,30,32,5
"2018/7/6","Busan","Coastal",93,20,18,16,13,4
"2018/7/7","Busan","Coastal",44,22,26,13,8,4
"2018/7/8","Busan","Coastal",42,31,24,13,13,5
"2018/7/9","Busan","Coastal",56,28,17,21,18,4
"2018/7/10","Busan","Coastal",64,49,29,31,25,7
"2018/7/11","Busan","Coastal",100,49,41,34,24,8
"2018/7/12","Busan","Coastal",102,43,26,18,13,8
"2018/7/13","Busan","Coastal",79,51,87,28,19,8
"2018/7/14","Busan","Coastal",103,54,81,34,26,7
"2018/7/15","Busan","Coastal",117,54,91,35,21,7
"2018/7/16","Busan","Coastal",122,56,41,40,22,6
"2018/7/17","Busan","Coastal",122,59,48,30,19,5
"2018/7/18","Busan","Coastal",132,57,73,37,19,8
"2018/7/19","Busan","Coastal",126,71,134,47,25,7
"2018/7/20","Busan","Coastal",161,67,92,47,30,6
"2018/7/21","Busan","Coastal",156,46,42,26,28,5
"2018/7/22","Busan","Coastal",101,34,19,17,25,5
"2018/7/23","Busan","Coastal",70,42,36,19,14,4
"2018/7/24","Busan","Coastal",72,42,42,30,11,5
"2018/7/25","Busan","Coastal",77,49,64,36,14,6
"2018/7/26","Busan","Coastal",91,60,122,53,28,7
"2018/7/27","Busan","Coastal",132,58,72,46,25,7
"2018/7/28","Busan","Coastal",135,49,41,26,19,5
"2018/7/29","Busan","Coastal",92,36,27,12,5,4
"2018/7/30","Busan","Coastal",70,36,40,24,11,5
"2018/7/31","Busan","Coastal",73,32,39,25,13,5
"2018/8/1","Busan","Coastal",69,33,38,26,15,5
"2018/8/2","Busan","Coastal",73,32,31,22,14,4
"2018/8/3","Busan","Coastal",70,39,36,26,14,5
"2018/8/4","Busan","Coastal",82,43,46,24,12,5
"2018/8/5","Busan","Coastal",82,42,56,24,12,5
"2018/8/6","Busan","Coastal",89,48,49,34,24,6
"2018/8/7","Busan","Coastal",106,36,35,19,11,5
"2018/8/8","Busan","Coastal",67,32,45,25,16,5
"2018/8/9","Busan","Coastal",66,36,50,24,14,5
"2018/8/10","Busan","Coastal",71,35,24,25,13,5
